title,link,price,condition,processor,ssd,gpu,release_year,screen_size,ram,model
"Lenovo ThinkPad E15 15.6"" Laptop Core i5 4.2GHz 16GB RAM 256GB SSD Win 11 Pro
Opens in a new window or tab",https://www.ebay.com/itm/266979553064?_skw=laptop&itmmeta=01K8YC54BZY1VB28FKCYVEPPYC&hash=item3e2938af28:g:eIEAAeSwdndpAAZo&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1e5usOUjXTmzFW%2Fd%2FQWCp%2FgENY%2B0yWSHXNJcm2feHgbK3W8X9ntOU5L2cKmL%2BmfF5IHu9v4EnV7fBsMVETVgC%2B%2FxM4slk30Aek0r49mNBkQRS%2FEcg8J%2Bl%2B%2Bwb02S58s7URbKx07rj4r9r1oZvPaBe5z00RCcizuKYl1P%2FxDTUlw5uajEFpinivI3b9HingDkxjjFjtUVqsqAEjBcn%2BwbMaKs%2BfqIQhnMmfLZ51Q%2Bf5JjQ%3D%3D%7Ctkp%3ABlBMUMLGlMzHZg,$286.32,Good - Refurbished,Intel Core i5-10210U,256 GB,Intel UHD Graphics,2020,15.6 in,16 GB,Lenovo ThinkPad E15
"Lenovo ThinkPad P1 Xeon E-2176M 2.70GHz 32GB RAM 512GB SSD Nvidia Quadro P2000
Opens in a new window or tab",https://www.ebay.com/itm/406324484011?_skw=laptop&itmmeta=01K8YC54BZMKGFRXQ06BEYZS6Z&hash=item5e9ad397ab:g:WqQAAeSwbkZo~po1&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fgaysnCcjdy%2FBZPg7MruWz63t642QSs2TmhZ2NnXOofyNzno0NlzN%2F6jzGc0c8%2F%2BYmft8TvfGV%2BnTq%2BPCZvNjttCxjXQtkDkaq%2BP0ZNPONu75ILYHjiHAnD6RiqR%2BGNbfyh6JOuztpM1uHJdt2K6ukbcwmulM6g4WPCs6rfWt4KsQhivQVKg5Bz6uJU4ErNgBMPIHWrXHZY%2FdOrfbBqfnimUkqf%2FWDAsjx%2FtT9mdlpY0W4Ybfju3lRkOGH%2FdpEWG%2BVot8PnKo0zAvwcjKsx98d%7Ctkp%3ABk9SR8LGlMzHZg,$400.00,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ... Read more
about the condition",Intel Xeon E-2176M,,,,15.4 in,32 GB,Lenovo ThinkPad P1
"HP X360 11 G5 Touchscreen Laptop Intel Pentium 8GB RAM 128GB SSD Windows 11 Pro
Opens in a new window or tab",https://www.ebay.com/itm/265369330737?_skw=laptop&itmmeta=01K8YC54BZP98MS7S8RBWAN6RT&hash=item3dc93ea431:g:gLkAAeSwGuRozQwn&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1er%2B7kHXoLMhUBYXcip9mNdBTo0Ok%2BPZXXWRSfhzOR685hswRNXEUdXb4uXUQnF2Xhx7hLFGCLI6P2QcUvENDn%2B2ztGyTBoISXPJfwaA9fdUvM4Sj90t1q4MDLa8ct9X8CuMZii0UBLGKdoN4bVOkr7n18aAxzp7vDysgMAH%2FmdIuIs1q7cNc8Q%2F9fB8JHdHGfutopkz%2BuXm72cA1Ynfyy9IAmaAplFH8zj5Fz3nzDisg%3D%3D%7Ctkp%3ABk9SR8LGlMzHZg,$159.83,Good - Refurbished,Intel Pentium Silver N5030,128 GB,Intel UHD Graphics 600,2020,11.6 in,8 GB,HP ProBook X360 11 G5
"HP ENVY x360 15-fe0013dx 15.6"" i5-1335U 8GB 256GB SSD ISSUE
Opens in a new window or tab",https://www.ebay.com/itm/326840943844?_skw=laptop&epid=26061928207&itmmeta=01K8YC54BZV6QT9XPEQRETDM6K&hash=item4c193d04e4:g:kY4AAeSwlzhpA3co&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fEJJYxkbHD1FZpid4beGgosCV6CfCyuy6kjWxcMmFP6%2BI2DLREs%2FcLPYB5Lu0CaqfY1Y%2F6Au3R5prDDpHBITg4xUlAeL%2FTqiNvhTxNjayk93HNynbyn39RVmms75GVG%2FALAkLXBcLnr9EqNafBulqYxFfJjZ3%2F22Ldyb3HLB%2FAQ1ME%2FvmG0HbMabB2Fw5SUjmFlgGURnzeyq9u%2BAOZabQ%2FNY5YsVBB8ognk1MzXR7TcA%3D%3D%7Ctkp%3ABk9SR8LGlMzHZg,$239.99,Used,Intel Core i5-1335U,,,,15.6,,15-fe0013dx
"Dell Latitude E6320 Laptop Intel I5-2520M @ 2.50 GHz 4GB 250GB SSD Win 10 Pro
Opens in a new window or tab",https://www.ebay.com/itm/306571903604?_skw=laptop&itmmeta=01K8YC54BZF4572T9H959CT6QR&hash=item47611c0274:g:DcMAAeSwXFlpARWk&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1c45pcfqj6%2Bd9jEh0mdlNRQ6blF3a925aFf5tQWH4GNq%2BEYmgkii29ezOM21v5RVQtBhihg1J%2BRB1UW3aZCEzrBI%2Fidce1AxsBilErXjxFYljjps5kbhWT9FGnFl83OzvnuYucuK--b8cEplV4dJcGl4MkovxQEZ%2FlvzDqv0%2FEskz%2BYSzwz8toBeFRnI0NtTZXwvxP6xylyVsW8Fn4kQ%2B9MtMLecf%2FO%2BaVIs9nrhtnfiw%3D%3D%7Ctkp%3ABk9SR8TGlMzHZg,$39.95,Used,Intel Core i5 2nd Gen.,250 GB,Intel HD Graphics,,13.3 in,4 GB,Dell Latitude E6320
"HP Laptop 15-dy2075tg 15.6"" Intel Core i5-1135G7 8GB DDR4 256GB SSD Win 11
Opens in a new window or tab",https://www.ebay.com/itm/336259004240?_skw=laptop&itmmeta=01K8YC54BZ4NMSE5GZB30YQYTD&hash=item4e4a993750:g:TEEAAeSw8RZpAiTB&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fSLZ5%2By906bDzUrq0AXovOksiPCdJkV2PpcGudyvzw0RjUxy7qLh8YOhoG0SqLsPuj9ZxzUvxmxdgCpAb%2F3uqGGWdxur7L2d6hy3jo6YP5za0bEaTgcQHirfUf2yTK%2BxwyoDfvrD7vh%2BdFcaw2L0Ug8pEEZwzvEwFfxMNSWLLspRatO4%2FviKLQmMjXB0zAYRsDZu90NO7qQrNTqFlSzE2F10xqW7jHzZH4DoUJLM6SdYdXJhIUcpx9AYvO1FBkmpp0%2Fa4f5ouY0TxCnKZA5n%2FG%7Ctkp%3ABk9SR8TGlMzHZg,$189.99,Used,Intel Core i5-1135G7,256 GB,Integrated,,15.6 in,8 GB,Laptop 15-dy2075tg
"14"" Dell LATITUDE 5401 Laptop i5-9400H @ 2.50GHz 16GB RAM 256GB SSD Win 11 Pro
Opens in a new window or tab",https://www.ebay.com/itm/376656329566?_skw=laptop&itmmeta=01K8YC54BZWCS5J5YHWNGF452B&hash=item57b2777b5e:g:j3YAAeSwoS1pAQOG&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fVyjmNkuVwHiO5WWyxXkQqTZDhtOj1YKVuJmQrMDdrio176X12Z1qZSDOqN6qJqoUXC2k4a6FV1ppRNvZ8%2BvXUAE5%2BtJByvBV8R7sTEw4yD5d49oVGqMJvRmFaD6aS3Js2NSL7rpJTpXAHhPcien%2B9JCCW0HCzupLdT8KvlTdS%2FrzQG%2BA16Iq7aMfCfF0D4o6IPzW3kiO1%2FKKhyGWcRdh4QE5JPa00qXoyaOpKHR4T1Q%3D%3D%7Ctkp%3ABk9SR8TGlMzHZg,$159.95,Used,Intel Core i5 9th Gen.,256 GB,,,14 in,16 GB,Dell LATITUDE 5401
"HP Pavilion 17-g153us Laptop Intel Core i3-5020U @ 2.20 GHz 8GB NO HDD NO OS
Opens in a new window or tab",https://www.ebay.com/itm/297723901068?_skw=laptop&itmmeta=01K8YC54BZFR1PWJD8DD963446&hash=item4551ba348c:g:ZQsAAeSw6AtpA7~P&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1embKKlpSJh%2FFkGEWAZ--Y5xYJThxswOv4nIqQYNkwXsgImQ3batrVHtGFv8001Yl5DoIt0Fmchl0xQS66Eb%2B%2Bv3BXMyFWvPErmDsTVj6rqkZkTMw61LquqyY6QwE22sTQrXQzg0l2EZ7VZyLx1a5v83Ku%2BcZaHTX%2B8pBMC2764THNRfUHvZxM%2FdzWXURjURTyDs%2FXnRe99FPhProc7nX67pJR%2FSQJMaN%2BmLnCRmS5LLMcQENcrExMhnmo7DgXA6pEd5OrfVk%2BOLGPqKMShKjML%7Ctkp%3ABk9SR8TGlMzHZg,$59.95,Used,Intel Core i3 5th Gen.,NONE,,,17.3 in,8 GB,HP Pavilion 17
"HP ProBook 430 G6 13.3"" i5-8265U 4GB RAM 128GB SSD Windows 11
Opens in a new window or tab",https://www.ebay.com/itm/167893279413?_skw=laptop&itmmeta=01K8YC54BZHW5YHN55V3QGYKWW&hash=item27173822b5:g:lIUAAeSwPsZpAqjl&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cejBZEGUic5KRHBKpQCVoJWkgIBZ%2Bwa4p9GegUl75Jqas9C2TOHTHG%2FaN0AE5Vs%2Fj7V0NkqsoalDA%2FEhlpPCZfJQIa5gRmEha2SbqIEiCdur%2Fc3SoSMVtFyoP1%2BB%2Br9Acez5j%2FR8udWTvDEtGq2ms4T%2FIwpmfXqrnPNAV7ay%2FalxSIxYbMdBk%2BTSa7u2d6z%2FvRjtGQkwYEOm5KCuHErmKnpUI8Xsz3YTOuk5reqiA8cbMyOMjB3jywFUT7Bc1guOLMhw1YyosbWrfe8qRj0%2BV%2B%7Ctkp%3ABk9SR8TGlMzHZg,$110.00,Used,Intel Core i5-8265U,128 GB,Intel UHD Graphics 620,,13.3 in,4 GB,HP ProBook
"Lenovo ThinkBook 6-Core Touch Laptop-12th Gen i5 1235U-16GB RAM-256GB SSD WIN 11
Opens in a new window or tab",https://www.ebay.com/itm/136667533801?_skw=laptop&itmmeta=01K8YC54BZES73NCYRVYR5Z9M6&hash=item1fd20511e9:g:BasAAeSwheNpADRy&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eyGjfjONiCiIw0jRlk1GEb0%2BlrVy2zS9QTVvuwaNxDefLoCN3GAwyhZkfxYIoWQDrvsBTI0pasp6wcfrXy4uiTFVo%2BIsxhFzsf3dyw5%2Fn%2FsjP0CK5zI32QDKAIXRbas7iQZ3o%2FIOVfJzcd7gktZlOwz2EMU%2Fn6VSFaDmTMXDBmqxnITkqeTuxw5A5w%2Br48OzYIKZuTNrYKZfYzdkZzbxnmt77rCHVTcfwt08mP%2F8B8I%2BgPWxrJ8MuHehvpnf90qcpaTAK47U7LB%2Fv%2F7n7LAKMI%7Ctkp%3ABk9SR8TGlMzHZg,$205.00,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ... Read more
about the condition",Intel Core i5 1235U 12th Gen,256GB,Intel Iris Xe Graphics,2023,14 in,16GB,Lenovo ThinkBook 14 G4 IAP
"Dell Latitude 5320 Laptop Intel i5 1145G7 2.6GHZ 13.3"" Touch FHD 16GB RAM NO HDD
Opens in a new window or tab",https://www.ebay.com/itm/365796792900?_skw=laptop&itmmeta=01K8YC54BZB6H2TW4GYPH097N9&hash=item552b301a44:g:3PQAAeSwsPlo5AQm&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cP67Fm0MfOMH%2B3KxD8cfbFIybnCv5Bl9wbRv5ilgRxSBR6ObsnzZy132wNaHzMghax5B39UTsF4pI9nbmN4sNGJ0O%2BR8zNGowW9k4UibMNvIdDQKcy5%2BruzhYle5w9YUNu8Bfqxe5M3bCALlwHPLfsHJ2qxkNOhlKHgi0tic8Z4Ik7tJKAFzfiGtn6Ly9K9Id%2B5vfb4XXCDX6zlbD0ZextVp4FVIMUPXRHHTiER9RG2pkOrlkJnob910Dr%2Fzrhuc%2F2VW12vdBg4flBb14cBqpA%7Ctkp%3ABk9SR8TGlMzHZg,$149.99,Used,Intel Core i5 11th Generation,Not Applicable,,,13.3 in,,Latitude
"HP 255 G6 15.6"" Laptop - AMD E2 Radeon R2 / 4GB Ram / 500GB HDD / Windows 11
Opens in a new window or tab",https://www.ebay.com/itm/236423196749?_skw=laptop&itmmeta=01K8YC54BZ7PFTR247SYA63WE0&hash=item370bebb04d:g:01kAAeSwZklpAkMb&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1c--y2rP43jMOiOtIv1K8cQmNebHEDKFyDRlBWXUayPf1PWFUMhGGRzcuV2Z49Ez3LWpGaquKw9jJXoc8UYRrItWLYesbcoT2BVNfEyFsFCzpAVBIb8%2BpVRg8D3e4f%2BryJTanR18D4h5QB5%2BSesxbKm%2Bv7ANaixePAd2tAHY09FecwVY2Bn1wQgocDBt7WH7bcOJkXTodII9b6Ps5QmuR%2FPmJonYehZLsfMvwK4BmP7hA%3D%3D%7Ctkp%3ABk9SR8TGlMzHZg,$79.99,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ... Read more
about the condition",AMD E-Series,,,,15.6 in,4 GB,HP 255 G6
"Dell Latitude 5401 i5-9400H @ 2.50GHz Laptop 16GB 256GB SSD Win10P *READ DESC*
Opens in a new window or tab",https://www.ebay.com/itm/286892030873?_skw=laptop&itmmeta=01K8YC54BZC92RBHT7P2VNY8CG&hash=item42cc18fb99:g:8PcAAeSwRLZo-OhJ&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fjl8syTUInO%2BYNFDb%2BsPYYIRVxj7sipsaQqBAxJKVbwMVG1cRbcaujp45iM%2FY8PLQfDfjqersS8vnrMBzs9XOwPvOcaMXFpAkibtLCXM%2Bw%2Bz450D5j4tKTmiKpeVVqPFyiqELx4Q4V6VJ%2F478V0vEPEbajTLDQCrbROLXPmenbLn66LuM2yY1eCaT5AFKbp2yNzkTf3hwQlcbClHZ8Q3Y2LrOnds8JLuzVLLzjKyJ%2FIw%3D%3D%7Ctkp%3ABk9SR8TGlMzHZg,$110.00,Used,Intel Core i5 9th Gen.,256 GB,Intel UHD Graphics 630,,14 in,16 GB,Dell 5401
"Lenovo 100e Chromebook Gen 4 11.6"" Intel N100 4GB RAM 32GB eMMC Chrome OS
Opens in a new window or tab",https://www.ebay.com/itm/376639296320?_skw=laptop&epid=25067201880&itmmeta=01K8YC54C0CNPJ5E7Q7G8DRGMK&hash=item57b1739340:g:2~oAAeSw8Z1o9-nq&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fEpxjbFPKnl0ByuMsaZRJ%2B13L%2FUEYhFXN%2FArzzkKLFpK9X%2B1sO%2FpKR%2BtI1XgUMQBrFjLFTsz5N7a42JNEa92FQqX%2BGFdVgdGau1vWgQO7cuF4v9%2FIZ9Az4xXrytBzHUHxV4B86VPsC13jf9UNk6BvWWiLtcsudPp49IqDRJWkkFrsq4kLDq8TxdxnTaLJmI9xTP5lmE0YnQCAHoQJuIij0IL9w5BK9jua1cNS0jI8pLA%3D%3D%7Ctkp%3ABlBMUMTGlMzHZg,$179.00,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ... Read more
about the condition",Intel N100,32 GB,Integrated,,11.6 in,4 GB,Lenovo 100e Chromebook Gen 4
"Dell Latitude 5410 Laptop 14” Core i7 4.9GHz 16GB RAM 256GB SSD Windows 10 Pro
Opens in a new window or tab",https://www.ebay.com/itm/266804550876?_skw=laptop&itmmeta=01K8YC54C0W3VFBG4AASZZ4HCE&hash=item3e1eca5cdc:g:FcUAAeSwmMpoo9zK&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dNAZ%2BzEMMmtoTEynSJWuOHfPFrMdCUBu4GobnEaePZPLzcDNbtZATMgcHmFQHfQGThde92QNRUjr8alhDsDqUrUXB661YlxIIAJjZTZ7aavel5l%2B2s90AIezuy3kI67zdZsCiXM7Wb1HcVH0eEwNgZUFtM85Gx2zcxdTTlNwiXZEMVi%2Bzyuor3QKdYReZYbRVIO%2BYChEsoKKcfFYj3wL7HBz0O8VuzaAnzYvDQ3epBOQ%3D%3D%7Ctkp%3ABlBMUMTGlMzHZg,$269.99,Good - Refurbished,Intel Core i7-10610U,256 GB,Intel UHD Graphics,2020,14 in,16 GB,Dell Latitude 5410
"2025 HP Laptop Computer 15.6 Touch 6-Core Intel i3 Upto 64GB RAM 2TB SSD Office
Opens in a new window or tab",https://www.ebay.com/itm/116806298150?_skw=laptop&itmmeta=01K8YC54C0SDYSQ30X9WAAVHEM&hash=item1b3232aa26:g:h3YAAOSwPetoSubt&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fMts2JE3Y10d4zkNzRk3%2F9WIODqIR7zhQ5xKA6bSCbkx7eBKA0%2FHPszeg8dINJbVHLMYinRlx1ap1VLKbHuznd3h3K0xmRzyqX%2FOynhk6p97BEFOxi2W0fPBGQZaC8pPtT%2FkFRvOkISuAuxz4jccsM3Mlfu0f7LuuW5K2l8RiMCMIkNF2tb%2FxgzZoTm3i3EvspWv7v5smfNyGAsTHKMTdC1ULi5y3kMTq0v1FHovU6QQ%3D%3D%7Ctkp%3ABlBMUMTGlMzHZg,$369.00,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ... Read more
about the condition",Intel Core i3-1315U,Up to 2 TB,Intel UHD Graphics,2025,15.6 in,Up to 64 GB,HP Flagship
"HP ProBook 440 G6 14"" Full HD Laptop PC Core i5 16GB RAM 256GB SSD Windows 11
Opens in a new window or tab",https://www.ebay.com/itm/264987527030?_skw=laptop&itmmeta=01K8YC54C07WS6K7QMJ5S765M6&hash=item3db27cc776:g:G-oAAeSwCupo8Jwj&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1d6Dg0UC47d4UJEBod9nDmx5Mys1DdCdlb22iOXcoVcRXyrSK0QbMduPk3SzpNgio%2FYkuiqY%2FFvog7FsceVWwE%2FwqIslAIWzrGc9n2g70dznvxVv1i2ysPwcbdXAUwJebiu1rLyGKuLcm69Q2gDdyMLajTNfIXBImDEzABcWxv%2BGiNiGvlPCf5iT4dx4kiPvwTP1xxWqEEuhliZ%2B7DUCp9zIO%2FZTGuS2%2BNZ9u66EYhtHQ%3D%3D%7Ctkp%3ABlBMUMTGlMzHZg,$218.31,Good - Refurbished,Intel Core i5-8265U,256 GB,Intel UHD Graphics,2018,14 in,16 GB,HP ProBook 440 G6
"Dell Latitude 13.3"" Laptop : i5 8th Gen | 16GB Ram 128GB SSD | Windows 11 Pro
Opens in a new window or tab",https://www.ebay.com/itm/187694025679?_skw=laptop&itmmeta=01K8YC54C0SJ5ZJJ7TDYSF9S8B&hash=item2bb36f8bcf:g:WAUAAeSwKvppAjaO&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fIFvN7ax6Ne0IDLSWmv%2FtVfOlKyutZuJEIF1itbN858olYBwJrGxWioN4EVWOaR8%2BxmmTY5IDI9OE7H9WkDtYcFR8qq58uvO456tmgLYsH%2B7znErDo2YgFYHNquBgSoXNQVSLhTfFtQgcDCoATC3sZ0krjwOKwGQtIrYbySLZzCgrfx7CRy%2BMFdifJ9229WCaXt9xchtQx7%2BIqyF9qfroB3ElwFDweOo%2BHW4dTpr7wHg%3D%3D%7Ctkp%3ABk9SR8bGlMzHZg,$99.99,Used,Intel i5 Quad Core Gen 8,128 GB,Intel UHD Graphics 620,,13.3 in,16 GB,Dell Latitude 3310
"Dell Latitude 5401 Laptop 14"" i5-9400H 2.50GHz 16GB RAM 256GB SSD Windows 11
Opens in a new window or tab",https://www.ebay.com/itm/157423688184?_skw=laptop&itmmeta=01K8YC54C0ZDBCKH2AE6F2VN8S&hash=item24a72ed9f8:g:uP8AAeSwQFNo6EZ-&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dQu3XInhrYuAQPVmQlnrPFcJ0tUB3BDM5lZGaFgMYnU%2BaNdVIpjeCrB4Vhu593I1Cg3uCPrfDuJQTg5XfgnPjS4bDSlS88Q%2FiGgtFpyFjcAki7%2BmyT9pG7bxz9ffCQv2dcJDn9M2LCqWF6hloyfSrKPmNaA7VrZmidBHbsIuxcCsHyP2JyHs%2BfrSiLHWFfcxVtBn%2FYxzomGG1LMFj1%2FkIR2Fukv%2FK2jnYhqLIQA7DoEA%3D%3D%7Ctkp%3ABk9SR8bGlMzHZg,$129.99,Used,Intel Core i5 9th Gen.,256 GB,,,14 in,16 GB,Dell 5401
"Dell Inspiron 3593 15.6"" Laptop Intel Core i3-1005G1 @ 1.20 GHz 8GB 256GB SSD
Opens in a new window or tab",https://www.ebay.com/itm/306575202839?_skw=laptop&itmmeta=01K8YC54C0DGA2PMXQPX5NSTPD&hash=item47614e5a17:g:GPYAAeSwr09pA39l&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dQRK3wYBwmMpyOdERLauN9epZcmrp0tYoUOVhPlhirM2pmiu7lCqmwz5ZbMXqZ3U%2BC8uiYGjh%2BxmIAuw8szTmVLUMpNlf76V2zLQgkkw5QgNIB%2FNZZ8iiuLp9Fo%2Fx9Iqbn3iQkIOl7aDEIdN%2BqdAhGbhj2MccdbXRn4dD2mzF6sokShYeZ3pglJmkkXwajHc68KywnXX%2B6EEHuInhu54%2B3l7Tb0wJBggbwgeUZdD4ZItEaY4eZio8AUkJlXRwzIxWW8ceSutN3nBUH4ulqGi4r%7Ctkp%3ABk9SR8bGlMzHZg,$95.95,Used,Intel Core i3-1005G1,256 GB,,,15.6 in,8 GB,Dell 3593
"NEW LISTINGSONY VAIO E series~ SVE14AE13L- 14"" Laptop Intel Windows 8-(2012) 6Gb RAM
Opens in a new window or tab",https://www.ebay.com/itm/187697711813?_skw=laptop&itmmeta=01K8YC54C01Y7WHSYGGR112G6G&hash=item2bb3a7cac5:g:~uUAAeSwIJ5pBASI&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eYrn2wRZdmvYq2PNAgWh1qqWCtK3gbEabD6YuUkvaU%2BdzJ9f2VCRMnyHDX495vHJ4f0ERxQiGcFXqP%2B1vrk9Eqh83aELl0NiIyiwQ5OZWFwy%2B0VspKsFa6f9Fv1l--t0vOv74QZJglp1uTzufDOTTsqzhZa4Y5SirPTDbT%2F4zD%2FgT4aKf17WCmRpv2Vh098FpX%2BgSUnMAvo38DKuGlgr%2B9iCCz%2FdQhTyQkSUieJdqilhb%2BeNjOOIqd%2BqVLOkhtq1RzKZU4%2B3elWroMG0mCLhgM%7Ctkp%3ABk9SR8bGlMzHZg,$55.00,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ... Read more
about the condition",Intel Core i3-3110M,,,2012,14 in,6 GB,Sony VAIO SVE14
"HP EliteBook x360 830 G6 2-in-1 Laptop - Intel Core i5-8365U 16GB RAM No OS/SSD
Opens in a new window or tab",https://www.ebay.com/itm/157422608774?_skw=laptop&itmmeta=01K8YC54C0PQJQACRKNJTP45K9&hash=item24a71e6186:g:D0kAAeSwL9lo~8Yn&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1crd9%2FvvGQKPRQINtWKCgvzT8nbeIyXgkG36nwSpa7tQFnwHU35aNrDetHPaS%2FqWWNakg3wxwXRci9INreyPiiVn3yIWDHOzAyTJgYJMDZ%2FqPfl2s5gsHDzfwDxX4t8UHWN2uaHtqRFg6l%2Fdxupqdth7Ltplj04Y%2B1WHYmdSbs7ukLpYAiARbQBD60hBffCD3J%2BmnthvCT1qbB%2FbQP230QInkfN07FF1y9jYny5BroKmv%2Bg%2F7DbG7AFmCli7yz3%2BzD8nfNwVXMQW9pAL1UbfjXb%7Ctkp%3ABk9SR8bGlMzHZg,$124.99,Used,Intel Core i5 8th Gen.,None,Intel UHD Graphics 620,2018,13.3 in,16 GB,HP EliteBook x360 830 G6
"HP Laptop 15-EF1040NR 15"" Athlon Gold 3150U 2.4GHz 4GB RAM 256GB SSD
Opens in a new window or tab",https://www.ebay.com/itm/357802514350?_skw=laptop&itmmeta=01K8YC54C00FVD16AW5RDRMFWV&hash=item534eb117ae:g:bAQAAeSwp3to-qhQ&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cLgeMd4pOphndsJcP7Dcj2MFkOpqz120boLpPbD3jbOoWEmb1Z0UMjqBWUNAawM03MrsrTDTD%2BRbNs%2BWBV8Opq8edo%2BB4sQ6kZN%2FSzC5w%2BdRVr9l0zXT258X8ZHlbxWZsbqq90v6Yy5AlpuUtINmaISXj5hldITIzwZ9LdyK97J7fDlco4xJw6gbDhxuysrnBBJJPDLmG3GbqYAF0hdSQUV4c%2ByHJ6SOlRd5buxFQw4A%3D%3D%7Ctkp%3ABk9SR8bGlMzHZg,$99.99,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ... Read more
about the condition",N/A,,,2021,"15""",,Laptop
"2025 HP Laptop Computer 14"" 4-Core Intel CPU 16GB RAM 628GB Storage Office Pro
Opens in a new window or tab",https://www.ebay.com/itm/116849908811?_skw=laptop&itmmeta=01K8YC54C0QJYBANRA81RF0GGS&hash=item1b34cc1c4b:g:YokAAeSwltVpASTy&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1feNS8QzIsVzgq7W%2Fxa4MeDZFdCUjKdtH9AtDy%2FMeGEj2XStBFJshd%2FLtu5s68jB0PDNqPWg%2ByjDPjUi3hAnVy4FfzdoIFyER%2FC7%2BMMV3SGXEL9407QZ2a4dfDbWO5DwDF5j5iAUZlYkdHkYaKtlv5kqHyCMPJKMQl2wAjXLt5HVVfqQ9K7lIqCaMvBWu78kfs9HTV7RtXPC98bnpOvCl8OZPufTZKl66TfqIICWTGJDA%3D%3D%7Ctkp%3ABlBMUMbGlMzHZg,$309.00,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ... Read more
about the condition",Intel Processor N150,128 GB,Intel Graphics,2025,14 in,16 GB,HP Flagship
"Lenovo Touchscreen IdeaPad 15.6"" (Intel I7 12th Gen, 8GB RAM, 512GB) 82RK00YDUS
Opens in a new window or tab",https://www.ebay.com/itm/387342902554?_skw=laptop&epid=22063530333&itmmeta=01K8YC54C06WW486TGNPKE4XAN&hash=item5a2f6fa51a:g:AtYAAOSw9htl5g-l&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1d11QXlNN3WqfR2rMlMJvlc1xjSb6%2B9B9op%2BBgpoAt9AWQFVR%2BDDXFnitmrTgXLyG1UpQ1tR7fvMs8I6IM71zQjf1FeFVaZJU03T2mRJxOJR6S2CbBmv1dCR%2FM5vKrbYIxmiIAoWL0DsPpYC4Huoo09WVQXL793WltKku1sQQB9Ur7QqjbttlGBhD5NWEWVAD8N7JZ6rke1hQvp1u7lNvvBEOSA1wzOTqhwHtzHMtrHbQ%3D%3D%7Ctkp%3ABlBMUMbGlMzHZg,$449.99,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ... Read more
about the condition",i7-1255U,512 GB,Intel UHD Graphics,,15.6 in,8 GB,Ideapad 3 15Iau7
